"styles_ndsLink__GUaai href","styles_styledBodyMdText__lJVEV","styles_ndsTruncate__0rtO0","styles_ndsLink__GUaai","styles_ratingsAndReviews__B6_gt href","h-text-bold 2","h-text-greenDark","h-text-grayDark","styles_btn__1hjpW","h-text-grayDark 2","styles_styledBodyMdText__lJVEV 2","styles_styledBodySmText__v0z_0"
"https://www.target.com/p/inspire-chic-women-s-maternity-jeans-bootcut-leg-ripped-high-stretchy-over-the-belly-pregnant-flare-denim-pants-casual/-/A-1009410717?preselect=1009410725#lnk=sametab","$48.99","INSPIRE CHIC Women's Maternity Jeans Bootcut Leg Ripped High Stretchy Over the Belly Pregnant Flare Denim Pants Casual","INSPIRE CHIC","","Shipping","arrives Wed, Apr 22","Shipping dates may vary","Add to cart","reg","$65.39","Sale"
"https://www.target.com/p/coolmee-cargo-pants-for-women-stretch-low-waisted-pockets-straight-wide-leg-jean-casual-baggy-pants/-/A-1007051747?preselect=1007051753#lnk=sametab","$45.99 - $49.99","Coolmee Cargo Pants for Women Stretch Low Waisted Pockets Straight Wide Leg Jean Casual Baggy Pants","Coolmee","[object Object]","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$68.99","Sale"
"https://www.target.com/p/imily-bela-womens-ruffle-wide-leg-jeans-cropped-elastic-high-waisted-baggy-denim-pants-with-pockets/-/A-1009502676?preselect=1009502677#lnk=sametab","$58.16 - $58.32","Imily Bela Womens Ruffle Wide Leg Jeans Cropped Elastic High Waisted Baggy Denim Pants with Pockets","Imily Bela","[object Object]","Shipping","arrives Tue, Apr 21","Shipping dates may vary","Add to cart","reg","$77.77","Sale"
"https://www.target.com/p/imily-bela-womens-wide-leg-jeans-high-waisted-stretchy-baggy-loose-denim-casual-pants-with-pockets/-/A-1009406372?preselect=1009406381#lnk=sametab","$62.48","Imily Bela Womens Wide Leg Jeans High Waisted Stretchy Baggy Loose Denim Casual Pants with Pockets","Imily Bela","[object Object]","Shipping","arrives Tue, Apr 21","Shipping dates may vary","Add to cart","reg","$83.31","Sale"
"https://www.target.com/p/womens-jeans-pants-wide-leg-barrel-jeans-mid-rise-casual-loose-fit-jeans-summer-pants/-/A-1003869043?preselect=1003869050#lnk=sametab","$45.99","Womens Jeans Pants Wide Leg Barrel Jeans Mid Rise Casual Loose Fit Jeans Summer Pants","YesFashion","[object Object]","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$55.99","Sale"
"https://www.target.com/p/alfred-dunner-women-s-classic-pull-on-elastic-waist-denim-jeans-denim-12/-/A-1001593164#lnk=sametab","$29.99","Alfred Dunner Women's Classic Pull-On Elastic Waist Denim Jeans , Denim , 12","Alfred Dunner","","Shipping","arrives Thu, Apr 23","Ships free -","Add to cart","reg","$49.50","Sale"
"https://www.target.com/p/coolmee-women-straight-leg-jeans-high-waisted-casual-stretchy-boyfriend-denim-pants-fashion-baggy-jeans-l-light-brown/-/A-1010617689?preselect=1010617689#lnk=sametab","$36.99","Coolmee Women Straight Leg Jeans High Waisted Casual Stretchy Boyfriend Denim Pants Fashion Baggy Jeans L Light Brown","Coolmee","","Shipping","arrives Sat, Apr 18","Ships free -","Add to cart","reg","$77.99","Sale"
"https://www.target.com/p/kbb-by-kahlana-women-s-mid-rise-wide-leg-the-kahlana-jean/-/A-94776840?preselect=94763177#lnk=sametab","$45.00","KBB by KAHLANA Women's Mid-Rise Wide Leg 'The Kahlana Jean'","KBB by Kahlana","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/coolmee-women-s-wide-leg-baggy-jeans-low-waist-heart-pattern-loose-denim-pants/-/A-1007051647?preselect=1007051649#lnk=sametab","$42.99","Coolmee Women's Wide Leg Baggy Jeans Low Waist Heart Pattern Loose Denim Pants","Coolmee","[object Object]","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$65.99","Sale"
"https://www.target.com/p/imily-bela-striped-jeans-for-women-high-waisted-stretch-cropped-casual-pants/-/A-1009272331?preselect=1009272352#lnk=sametab","$59.51","Imily Bela Striped Jeans for Women High Waisted Stretch Cropped Casual Pants","Imily Bela","[object Object]","Shipping","arrives Tue, Apr 21","Shipping dates may vary","Add to cart","reg","$79.35","Sale"
"https://www.target.com/p/alfred-dunner-women-s-classic-pull-on-elastic-waist-denim-jeans-denim-14/-/A-1001593169#lnk=sametab","$29.99","Alfred Dunner, Women's Classic Pull-On Elastic Waist Denim Jeans, Denim, 14","Alfred Dunner","","Shipping","arrives Thu, Apr 23","Ships free -","Add to cart","reg","$49.50","Sale"
"https://www.target.com/p/allegra-k-women-s-drawstring-elastic-waist-wide-legs-jeans-casual-denim-pants/-/A-91318791?preselect=1002505423#lnk=sametab","$38.99","INSPIRE CHIC Women's Drawstring Elastic Waist Wide Legs Jeans Casual Denim Pants","INSPIRE CHIC","[object Object]","Shipping","arrives Wed, Apr 22","Shipping dates may vary","Add to cart","reg","$51.99","Sale"
"https://www.target.com/p/anna-kaci-women-s-over-the-belly-maternity-bootcut-jeans-slim-fit-flare-stretch-denim-pants/-/A-1010250844?preselect=1010250846#lnk=sametab","$42.00","Anna-Kaci Women's Over-the-Belly Maternity Bootcut Jeans - Slim Fit Flare Stretch Denim Pants","Anna-Kaci","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$70.00","Sale"
"https://www.target.com/p/women-s-high-waist-cropped-wide-leg-jeans-cuffed-hem-with-front-pockets/-/A-1009091110?preselect=1009091109#lnk=sametab","$49.99","Women's High Waist Cropped Wide Leg Jeans Cuffed Hem with Front Pockets","YesFashion","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$56.99","Sale"
"https://www.target.com/p/kancan-essentials-kassie-cropped-wide-leg-jeans/-/A-1007537490?preselect=1007537518#lnk=sametab","$47.96","KanCan Essentials Kassie Cropped Wide Leg Jeans","KanCan Essentials","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","reg","$63.95","Sale"
"https://www.target.com/p/lascana-women-s-button-fly-capri-pants/-/A-94204920?preselect=1003173414#lnk=sametab","$41.21 - $43.96","Women's Mid Rise Capri Pants - LASCANA","Lascana","[object Object]","Shipping","arrives Wed, Apr 22","Shipping dates may vary","Add to cart","reg","$54.95","Sale"
"https://www.target.com/p/anna-kaci-women-s-flare-jeans-high-waist-and-raw-hemline/-/A-1003925458?preselect=91864000#lnk=sametab","$57.99","Anna-Kaci Women's Flare Jeans High Waist and Raw Hemline for Casual Looks","Anna-Kaci","[object Object]","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$83.00 - $108.00","Sale"
"https://www.target.com/p/women-s-high-waist-wide-leg-jeans-distressed-ripped-relaxed-fit-denim-pants/-/A-1010531202?preselect=1010531201#lnk=sametab","$45.99","Women's High-Waist Wide Leg Jeans, Distressed Ripped Relaxed Fit Denim Pants","YesFashion","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$80.99","Sale"
"https://www.target.com/p/ymi-women-s-hyperstretch-mid-rise-skinny-jeans/-/A-92721157?preselect=1001417325#lnk=sametab","$29.95","YMI Women's Hyper Stretch Mid-Rise 5 Pocket Slim Fit Skinny Jeans","YMI","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/just-love-women-s-denim-jeggings-with-pockets-comfortable-stretch-jeans-leggings/-/A-1002609994?preselect=1007459159#lnk=sametab","$24.99 - $29.99","Just Love Women's Denim Jeggings with Pockets - Comfortable Stretch Jeans Leggings","Just Love","[object Object]","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","","","Select items on sale"
"https://www.target.com/p/coolmee-womens-stretchy-mid-rise-barrel-jeans-vintage-loose-wide-leg-cropped-denim-pants-baggy-jeans-with-pockets/-/A-1006842310?preselect=1006842317#lnk=sametab","$41.99","Coolmee Womens Stretchy Mid Rise Barrel Jeans Vintage Loose Wide Leg Cropped Denim Pants Baggy Jeans with Pockets","Coolmee","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$88.99","Sale"
"https://www.target.com/p/wallflower-women-s-luscious-curvy-bootcut-mid-rise-insta-stretch-juniors-jeans-standard-and-plus/-/A-84232596?preselect=84199135#lnk=sametab","$43.99","WallFlower Women's Luscious Curvy Bootcut Mid-Rise Insta Stretch Juniors Jeans (Standard and Plus)","WallFlower","[object Object]","Shipping","arrives Mon, Apr 20","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/lands-end-women-s-recover-denim-high-rise-wide-leg-crop-jeans/-/A-93255514?preselect=1002271070#lnk=sametab","$62.96 - $67.46","Lands' End Women's Recover Denim High Rise Wide Leg Crop Jeans","Lands' End","[object Object]","Shipping","arrives Thu, Apr 23","Shipping dates may vary","Add to cart","reg","$89.95","Sale"
"https://www.target.com/p/clearlove-women-s-ripped-bell-bottom-jeans-high-rise-distressed-raw-edge-hem-boyfriend-wide-leg-denim-pants/-/A-1006637894?preselect=1006637893#lnk=sametab","$42.99","Clearlove Women's Ripped Bell Bottom Jeans High-Rise Distressed Raw Edge Hem Boyfriend Wide Leg Denim Pants","Clearlove","[object Object]","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$82.99","Sale"
"https://www.target.com/p/women-high-waisted-wide-leg-jeans-tummy-control-flattering-straight-leg-baggy-denim-pants-with-full-length/-/A-1008693710?preselect=1008693709#lnk=sametab","$31.99","Women High Waisted Wide Leg Jeans, Tummy Control Flattering Straight Leg Baggy Denim Pants with Full Length","YesFashion","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$39.99","Sale"
"https://www.target.com/p/women-s-wide-leg-cargo-jeans-low-waist-flap-pocket-denim-pants-casual-baggy-streetwear/-/A-1005534947?preselect=1005534947#lnk=sametab","$49.99","Women's Wide Leg Cargo Jeans Low Waist Flap Pocket Denim Pants Casual Baggy Streetwear","YesFashion","","Shipping","arrives Sat, Apr 18","Ships free -","Add to cart","","",""
"https://www.target.com/p/lands-end-women-s-petite-soft-denim-mid-rise-relaxed-straight-leg-jeans/-/A-1004938896?preselect=1005140034#lnk=sametab","$69.96 - $82.46","Lands' End Women's Petite Soft Denim Mid Rise Relaxed Straight Leg Jeans","Lands' End","[object Object]","Shipping","arrives Thu, Apr 23","Shipping dates may vary","Add to cart","reg","$99.95 - $109.95","Sale"
"https://www.target.com/p/clearlove-women-baggy-denim-shorts-vintage-straight-leg-denim-shorts-casual-knee-length-jean-jorts-with-pockets/-/A-1009138635?preselect=1009138642#lnk=sametab","$31.67","Clearlove Women Baggy Denim Shorts Vintage Straight Leg Denim Shorts Casual Knee Length Jean Jorts with Pockets","Clearlove","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$62.67","Sale"
"https://www.target.com/p/coolmee-straight-leg-boyfriend-jeans-for-women-fashion-mid-rise-wash-stretchy-casual-baggy-jeans/-/A-1006640770?preselect=1006640773#lnk=sametab","$38.99 - $40.99","Coolmee Straight Leg Boyfriend Jeans for Women Fashion Mid Rise Wash Stretchy Casual Baggy Jeans","Coolmee","[object Object]","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$79.99","Sale"
"https://www.target.com/p/women-s-distressed-barrel-leg-jeans-baggy-slouchy-fit-with-4-pockets-denim-pants-cherie-code/-/A-1004691892?preselect=1007661804#lnk=sametab","$37.88","Women's Barrel Leg Baggy Jeans – High Rise Vintage Wash Slouchy Fit Denim by Cherie Code","Iris Fashion","[object Object]","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$70.00","Sale"
"https://www.target.com/p/womens-baggy-cargo-jeans-low-waist-wide-leg-straight-leg-jeans-vintage-casual-boyfriend-denim-pants-streetwear/-/A-1010088976?preselect=1010088979#lnk=sametab","$44.99","Womens Baggy Cargo Jeans Low Waist Wide Leg Straight Leg Jeans Vintage Casual Boyfriend Denim Pants Streetwear","Acekool","","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","reg","$54.99","Sale"
"https://www.target.com/p/women-s-high-waisted-vintage-baggy-jeans-washed-straight-fit-wide-leg-jeans-ankle-denim-pants/-/A-1010044233?preselect=1010044240#lnk=sametab","$38.99","Women's High Waisted Vintage Baggy Jeans Washed Straight Fit Wide Leg Jeans Ankle Denim Pants","BLUEMING","","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","reg","$48.99","Sale"
"https://www.target.com/p/wax-jeans-women-s-butt-i-love-you-push-up-destructed-modal-basic-skinny-jeans/-/A-1005139670?preselect=1005139681#lnk=sametab","$28.00 - $29.99","Wax Jeans Women's Butt I Love You Push-Up Destructed Modal Basic Skinny Jeans","WAX JEAN","[object Object]","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","reg","$40.00","Sale"
"https://www.target.com/p/kancan-essentials-savanna-mid-rise-cropped-flare-jean/-/A-1006717150?preselect=1006717151#lnk=sametab","$47.96","KanCan Essentials Savanna Mid Rise Cropped Flare Jean","KanCan Essentials","","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","reg","$63.95","Sale"
"https://www.target.com/p/garvee-women-s-low-rise-jeans-light-grey-straight-leg-denim-pants-slim-fit-wide-leg-trousers-casual-stretchy-jeans-for-lady/-/A-1010043189?preselect=1010043190#lnk=sametab","$37.99 - $38.99","Garvee Women's Low Rise Jeans Light Grey Straight Leg Denim Pants Slim Fit Wide Leg Trousers Casual Stretchy Jeans for Lady","Garvee","","Shipping","arrives Tue, Apr 21","Shipping dates may vary","Add to cart","reg","$82.99","Sale"
"https://www.target.com/p/imily-bela-high-waisted-boyfriend-jeans-baggy-straight-leg-womens-pants-light/-/A-1006940917?preselect=1006940948#lnk=sametab","$58.77 - $58.93","Imily Bela High Waisted Boyfriend Jeans Baggy Straight Leg Womens Pants Light","Imily Bela","[object Object]","Shipping","arrives Tue, Apr 21","Shipping dates may vary","Add to cart","reg","$78.58","Sale"
"https://www.target.com/p/alfred-dunner-petite-women-s-classic-pull-on-elastic-waist-denim-jeans/-/A-1001593180?preselect=1001593177#lnk=sametab","$29.99","Alfred Dunner Petite Women's Classic Pull-On Elastic Waist Denim Jeans","Alfred Dunner","","Shipping","arrives Thu, Apr 23","Shipping dates may vary","Add to cart","reg","$49.50","Sale"
"https://www.target.com/p/high-waisted-jeans-women-skinny-ripped-bell-bottom-jeans-cowgirl-jeans-high-waisted-bootcut-pants/-/A-1009521940?preselect=1009521944#lnk=sametab","$33.99 - $34.99","High Waisted Jeans Women Skinny Ripped Bell Bottom Jeans Cowgirl Jeans High Waisted Bootcut Pants","BLUEMING","","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","reg","$36.82 - $54.99","Sale"
"https://www.target.com/p/wax-jean-women-s-high-waisted-straight-leg-repreve-denim-jeans/-/A-1005139689?preselect=1005912464#lnk=sametab","$30.00 - $34.99","Wax Jeans Women's High Waisted Straight Leg Repreve Denim Jeans","WAX JEAN","","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","reg","$40.00","Sale"
"https://www.target.com/p/inspire-chic-women-s-denim-drawstring-high-waisted-wide-leg-pants-with-pockets/-/A-1008585646?preselect=1008585660#lnk=sametab","$25.99","INSPIRE CHIC Women's Denim Drawstring High Waisted Wide Leg Pants with Pockets","INSPIRE CHIC","","Shipping","arrives Wed, Apr 22","Shipping dates may vary","Add to cart","reg","$34.69","Sale"
"https://www.target.com/p/coolmee-women-s-ripped-mid-waisted-boyfriend-jeans-loose-fit-distressed-stretchy-denim-pants/-/A-1008627498?preselect=1008627503#lnk=sametab","See price in cart","Coolmee Women's Ripped Mid Waisted Boyfriend Jeans Loose Fit Distressed Stretchy Denim Pants","Coolmee","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/angels-forever-young-women-s-360-sculpt-bootcut-jeans-available-in-standard-and-plus-sizes/-/A-1004173404?preselect=1004173406#lnk=sametab","$46.99 - $51.99","Angels Forever Young Women's 360 Sculpt Bootcut Jeans Available in Standard and Plus Sizes","Angels Forever Young","[object Object]","Shipping","arrives Mon, Apr 20","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/lascana-women-s-high-waisted-jeans/-/A-1000060280?preselect=1000060285#lnk=sametab","$63.71","Women's High Waisted Jeans - LASCANA","Lascana","[object Object]","Shipping","arrives Wed, Apr 22","Shipping dates may vary","Add to cart","reg","$84.95","Sale"
"https://www.target.com/p/women-s-high-waisted-distressed-wide-leg-jeans-with-fringe-ripped-details-casual-straight-leg-denim-trousers/-/A-1005916347?preselect=1005916348#lnk=sametab","$43.99","Women's High - Waisted Distressed Wide - Leg Jeans with Fringe & Ripped Details, Casual Straight - Leg Denim Trousers","YesFashion","[object Object]","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$80.99","Sale"
"https://www.target.com/p/garvee-women-s-high-waisted-wide-leg-jeans-distressed-ripped-straight-denim-pants-light-wash-loose-relaxed-fit-trousers-blue/-/A-1010043069?preselect=1010043072#lnk=sametab","$47.99","Garvee Women's High Waisted Wide Leg Jeans Distressed Ripped Straight Denim Pants Light Wash Loose Relaxed Fit Trousers Blue","Garvee","","Shipping","arrives Tue, Apr 21","Shipping dates may vary","Add to cart","reg","$94.99","Sale"
